Probe Name,Annotation,h3k4me3,20191001_cd1_J11_11.RCC,20191001_cd1_J01_01.RCC,20191001_cd1_J03_03.RCC,20191001_cd1_J06_06.RCC,20191001_cd1_J07_07.RCC,20191001_cd2_J14_02.RCC,20191001_cd2_M02_04.RCC,20191001_cd2_M08_10.RCC,20191001_cd2_M09_11.RCC,20191002_cd3_M20_10.RCC,20191002_cd3_M21_11.RCC,20191003_cd4_M32_10.RCC,20191001_cd1_J10_10.RCC,20191001_cd1_J12_12.RCC,20191001_cd1_J02_02.RCC,20191001_cd1_J04_04.RCC,20191001_cd1_J05_05.RCC,20191001_cd1_J08_08.RCC,20191001_cd1_J09_09.RCC,20191001_cd2_J13_01.RCC,20191001_cd2_M10_12.RCC,20191001_cd2_M01_03.RCC,20191001_cd2_M03_05.RCC,20191001_cd2_M04_06.RCC,20191001_cd2_M05_07.RCC,20191001_cd2_M06_08.RCC,20191001_cd2_M07_09.RCC,20191002_cd3_M11_01.RCC,20191002_cd3_M12_02.RCC,20191002_cd3_M13_03.RCC,20191002_cd3_M14_04.RCC,20191002_cd3_M15_05.RCC,20191002_cd3_M16_06.RCC,20191002_cd3_M17_07.RCC,20191002_cd3_M18_08.RCC,20191002_cd3_M19_09.RCC,20191002_cd3_M22_12.RCC,20191003_cd4_M23_01.RCC,20191003_cd4_M24_02.RCC,20191003_cd4_M25_03.RCC,20191003_cd4_M26_04.RCC,20191003_cd4_M27_05.RCC,20191003_cd4_M28_06.RCC,20191003_cd4_M29_07.RCC,20191003_cd4_M30_08.RCC,20191003_cd4_M31_09.RCC,20191003_cd4_M33_11.RCC,20191003_cd4_M34_12.RCC
POLR2A,Housekeeping,,1175.31,4182.48,5419.08,3203.9,5143.43,1769.91,60.25,205.4,831.01,696.02,1187.11,163.8,1534.31,714.59,465.62,1447.5,160.27,749.49,769.12,132.15,383.98,53.64,115.7,88.51,117.03,221.23,387.42,216.08,82.34,218.48,524.56,100.89,79.14,470.53,51.74,15.85,70.47,11.44,123.31,55.92,8.97,30.48,84.07,98.64,89.24,131.74,84.16,107.06
TBP,Housekeeping,,282.07,3136.86,2032.16,906.76,857.24,1297.93,1566.63,225.94,5983.24,1862.87,538.34,682.5,127.86,78.58,167.02,302.59,72.25,74.95,130.04,71.91,19.87,61.76,117.26,160.71,38.6,47.58,49.12,35.25,65.37,89.75,318.41,132.42,26.49,290.48,316.33,29.99,132.34,31.21,73.32,32.21,117.57,94.34,48.46,24.37,48.46,30.36,48.19,56.68
ADORA2A,Immune,,188.05,3136.86,677.39,60.45,1714.48,1179.94,180.76,267.02,831.01,593.66,207.05,150.15,196.71,181.72,258.12,24.53,271.94,168.18,234.08,122.43,73.5,151.97,222.01,46.58,75.32,256.29,186.83,75.48,32.06,88.84,1100.15,176.56,115.74,151.24,53.21,60.55,195.94,182.58,134.97,51.68,40.39,52.25,97.29,27.85,40.78,649.39,65.82,54.88
BTLA,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,41.08,166.2,20.47,13.8,13.65,4.92,1.23,5.06,8.18,6.57,3.66,14.86,1.94,1,4.06,4.69,16.3,2.49,3.34,2.3,2.68,5.03,4.53,6.12,18.92,2.79,4.8,5.91,5.09,12.03,2.6,1.67,2.48,1.79,2.9,4.77,6.96,2.36,1.96,3.06,2.7
CCL4,Immune,,47.01,1045.62,225.8,181.35,857.24,235.99,361.53,61.62,166.2,184.24,110.43,95.55,19.67,14.73,15.18,57.25,5.25,3.66,29.72,9.72,4.5,10.56,6.25,13.98,11.83,9.18,1.38,4.21,10.69,8.16,12.25,12.61,5.23,26.41,13.3,2.83,12.03,2.08,10,2.48,10.77,17.42,4.77,4.64,2.96,5.39,6.82,5.4
CCL5,Immune,,282.07,1045.62,903.18,120.9,2571.71,117.99,361.53,82.16,664.8,388.95,234.66,150.15,34.42,72.44,55.67,32.71,63.06,14.62,63.16,29.15,22.87,39.01,68.79,107.14,207.3,83.48,30.76,42.53,57.83,59.83,71.44,81.98,14.99,76.82,19.22,18.11,32.66,75.42,34.99,56.28,35,88.54,37.08,40.62,46.1,40.65,48.43,46.78
CCR2,Immune,,188.05,2091.24,677.39,120.9,857.24,353.98,60.25,143.78,332.4,266.12,96.62,95.55,49.18,17.19,101.22,89.96,36.78,120.65,63.16,36.92,99.74,27.63,43.78,41.93,62.25,50.09,24.33,63.6,64.74,29.01,46.95,50.45,62.75,19.21,47.3,10.75,20.62,16.65,21.66,9.91,5.38,33.38,12.85,11.61,5.32,22.53,7.99,26.09
CCR5,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,41.08,332.4,40.94,13.8,13.65,4.92,2.46,5.06,8.18,3.94,1.83,3.72,1.94,1,1,1.56,2.33,1,1.67,1.38,1,2.51,1,8.16,6.31,2.09,2.4,2.96,2.83,1.72,3.64,5,1.06,2.69,1.45,1.1,3.48,1.18,1.47,1,2.7
CD1C,Immune,,188.05,1045.62,225.8,60.45,1714.48,353.98,60.25,143.78,166.2,102.36,138.04,27.3,39.34,235.74,75.92,65.42,94.59,663.57,505.31,262.36,62.25,47.95,18.76,97.83,48.56,67.62,40.39,47.12,38.34,29.01,20.41,69.36,61.01,14.4,28.09,39.62,58.44,23.93,64.99,27.25,17.95,18.87,34.88,31.33,27.78,19.1,29.62,26.09
CD2,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,27.61,13.65,4.92,1.23,15.18,8.18,2.63,1.83,3.72,7.77,1.87,1,1.56,2.33,1.25,5.84,1,2.3,8.17,1,6.12,6.31,1.39,2.4,1.48,1,1.72,1,1.67,1.42,1,4.35,1.1,1.16,1.18,1.96,1,1.8
CD27,Immune,,47.01,2091.24,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,27.61,13.65,4.92,1.23,10.12,8.18,2.63,1.83,3.72,7.77,1,1,1.56,4.66,2.49,1.67,3.21,1.15,1,1.81,4.08,6.31,2.79,2.4,8.87,2.83,3.44,2.6,1.67,3.19,1.79,2.9,1.1,1.16,1.18,6.37,1.65,1.8
CD274,Immune,,47.01,1045.62,225.8,60.45,1714.48,117.99,361.53,20.54,498.6,245.65,110.43,54.6,34.42,6.14,30.37,16.36,11.82,12.8,14.86,15.55,28.12,34.94,28.14,34.94,46.69,24.21,26.16,34.48,35.2,53.49,8.16,18.92,22.66,19.21,22.17,11.88,48.12,23.41,23.33,16.64,19.74,30.48,49.93,12.77,5.32,20.57,7.99,7.2
CD276,Immune,,47.01,2091.24,677.39,60.45,857.24,117.99,60.25,164.32,498.6,61.41,41.41,40.95,4.92,18.42,30.37,16.36,23.65,29.25,33.44,34.98,25.87,26.82,29.71,53.57,21.79,26.71,11.93,24.14,37.71,18.13,18.37,37.83,22.31,12,14.78,18.11,17.19,15.61,26.66,26.19,15.26,24.67,42.59,13.93,18.91,22.53,14.34,10.8
CD28,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,266.12,124.23,68.25,34.42,30.7,55.67,40.89,23.65,65.81,33.44,19.43,28.5,31.69,12.51,39.6,28.01,20.04,27.54,24.14,16.34,21.76,34.7,18.92,16.73,33.61,73.91,19.81,18.91,28.61,39.99,25.84,27.82,29.03,47.73,16.25,34.28,17.63,17.4,26.09
CD3D,Immune,,1269.33,1045.62,2032.16,664.96,857.24,6371.66,1265.35,492.96,6481.84,2763.6,1187.11,2088.46,83.6,114.19,177.14,188.09,97.22,96.89,237.79,206,49.87,228.36,300.19,207.3,80.3,58.44,107.87,108.04,116.28,424.26,251.05,201.78,92.73,254.47,526.24,86.59,256.09,98.31,209.96,101.23,355.41,490.58,38.55,51.06,120.57,43.1,95.68,86.37
CD3E,Immune,,188.05,1045.62,451.59,423.16,857.24,1061.94,482.04,123.24,664.8,61.41,110.43,177.45,44.26,95.77,207.5,81.78,102.47,71.29,78.03,44.7,42.37,47.14,46.9,256.21,95.87,55.93,65.64,63.98,124.46,83.4,100.01,75.67,37.3,84.02,128.6,37.92,108.28,68.66,118.31,50.61,77.18,91.44,41.49,49.9,52.01,47.01,70.06,78.27
CD3G,Immune,,94.02,1045.62,225.8,362.71,857.24,707.96,1024.33,1191.33,1329.61,143.3,151.84,177.45,236.05,341.34,293.54,310.76,570.15,515.5,583.34,522.78,419.98,368.95,239.21,591.61,479.96,293.86,293.78,589.24,807.07,421.54,334.74,372.04,325.95,381.71,303.03,275.61,233.75,318.86,464.91,191.48,222.58,223.52,181.36,453.76,180.85,286.5,531.77,291.5
CD4,Immune,,141.04,2091.24,451.59,302.25,857.24,117.99,301.27,41.08,166.2,429.89,262.27,150.15,83.6,55.25,60.73,220.81,53.86,45.7,92.89,38.87,19.12,34.94,35.96,55.9,48.56,40.07,34.43,31.8,46.51,62.55,104.1,37.83,24.4,96.03,144.86,13.58,58.44,31.73,44.99,35.04,67.31,52.25,35.98,38.3,28.96,29.38,42.79,30.59
CD40,Immune,,141.04,1045.62,903.18,120.9,1714.48,117.99,60.25,102.7,498.6,450.36,345.09,95.55,78.68,42.97,96.16,32.71,35.47,34.73,52.02,40.81,32.62,36.57,29.71,60.56,63.5,57.6,34.89,49.04,49.66,33.54,57.15,31.53,25.8,26.41,44.35,45.84,30.94,49.42,59.99,47.07,29.62,88.54,64.62,42.94,36.64,47.99,31.27,30.59
CD48,Immune,,329.09,1045.62,903.18,362.71,857.24,117.99,602.55,205.4,1163.41,716.49,372.7,477.75,216.38,93.31,207.5,343.48,91.96,102.37,118.9,75.79,88.87,121.09,62.54,146.74,115.79,96.84,109.71,132.56,115.66,197.63,253.1,126.12,57.52,153.64,295.64,99.04,140.94,121.2,196.63,134.85,237.84,168.36,152.36,59.19,127.66,103.82,97.8,106.16
CD5,Immune,,235.06,1045.62,1354.77,302.25,857.24,353.98,1144.84,123.24,3324.02,184.24,124.23,95.55,54.09,23.33,60.73,147.2,48.61,25.59,63.16,11.66,11.62,15.44,15.63,32.61,26.77,15.86,23.41,18.77,32.06,25.38,97.97,50.45,12.9,52.81,39.91,7.92,63.59,18.21,25,19.11,33.21,29.03,21.29,5.8,24.82,11.26,22.33,19.79
CD68,Immune,,611.16,3136.86,1128.98,1027.67,2571.71,707.96,964.08,82.16,1163.41,470.84,386.5,341.25,191.79,74.9,192.32,179.92,93.27,42.04,59.45,40.81,11.25,18.69,7.82,9.32,12.45,21.71,27.08,15.71,20.11,60.74,132.67,25.22,16.73,55.22,70.95,11.32,39.53,48.38,33.33,12.39,47.57,46.45,29.37,9.28,27.78,12.73,24.92,13.5
CD70,Immune,,423.11,2091.24,1354.77,604.51,2571.71,471.98,241.02,123.24,664.8,921.2,317.48,382.2,172.12,124.01,91.1,269.87,65.69,65.81,144.91,79.68,42.75,63.39,92.25,104.81,53.54,85.99,79.41,59.38,64.11,102.44,191.86,50.45,42.88,79.22,84.26,43.58,89.37,89.99,88.32,36.81,106.8,97.24,58.37,30.17,41.96,28.4,30.56,39.59
CD80,Immune,,141.04,1045.62,677.39,120.9,857.24,235.99,60.25,20.54,166.2,163.77,262.27,232.05,93.44,15.96,20.24,49.07,21.02,16.45,37.16,19.43,21.75,27.63,26.58,25.62,32.37,15.86,23.41,24.52,20.11,48.05,85.73,18.92,44.97,74.42,121.21,42.44,115.16,21.33,20,20.88,57.44,34.83,45.89,9.28,29.55,16.65,36.67,17.09
CD86,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,13.8,27.3,9.84,1.23,10.12,16.36,3.94,1.83,3.72,3.89,1.12,1,1.56,6.99,1.87,1,1.38,1.53,1,1.81,2.04,6.31,1,2.4,1.48,1.7,1.72,1.04,1.67,1.06,1,4.35,1.84,2.32,1.18,2.94,1.41,1
CD8A,Immune,,470.12,1045.62,1806.36,483.61,857.24,943.95,361.53,821.6,664.8,491.31,234.66,313.95,644.21,661.8,536.48,228.98,630.59,385.71,679.94,429.49,838.83,508.73,945.91,442.55,425.8,677.04,1993.12,1104.93,530.51,966.37,332.7,1217.01,1171.69,184.85,912.04,2308.44,397.03,1866.36,999.81,322.8,639.02,825.85,118.22,429.39,563.82,158.19,1927.48,1132.72
CTAG1B,Immune,,47.01,1045.62,225.8,181.35,857.24,117.99,60.25,143.78,166.2,20.47,55.21,13.65,14.75,20.87,35.43,57.25,30.22,89.57,26.01,33.04,17.25,8.94,26.58,25.62,24.28,117.71,20.66,30.27,150.86,21.76,75.52,81.98,11.85,21.61,38.43,14.15,87.66,17.69,34.99,23.36,8.08,27.58,43.69,18.57,14.78,17.14,23.74,42.29
CTLA4,Immune,,329.09,1045.62,677.39,362.71,857.24,353.98,421.78,369.72,166.2,307.07,303.68,204.75,152.45,300.82,217.63,237.16,252.23,290.66,200.64,307.06,309.36,303.13,218.89,484.47,367.9,317.23,258.89,341.36,450.05,247.49,246.97,220.7,231.13,91.23,360.68,157.9,280.15,235.64,303.28,314.66,94.24,190.13,388.06,172.92,120.57,207.16,202.17,154.75
CX3CL1,Immune,,141.04,2091.24,451.59,60.45,857.24,117.99,120.51,41.08,166.2,348.01,193.25,191.1,54.09,19.65,101.22,32.71,22.33,47.53,11.15,48.59,10.12,17.88,12.51,16.3,54.78,41.74,25.71,22.22,13.83,14.5,16.33,44.14,17.43,86.42,45.82,23.2,24.06,16.65,39.99,19.47,22.44,37.74,48.83,13.93,14.78,6.86,43.96,7.2
CXCL10,Immune,,141.04,1045.62,225.8,241.8,857.24,1533.92,361.53,102.7,166.2,225.18,165.64,122.85,78.68,35.61,101.22,147.2,39.41,53.01,44.59,50.53,52.87,108.09,48.47,153.73,61.01,50.92,62.43,80.46,155.88,57.11,102.05,88.28,34.86,48.01,161.12,46.97,56.72,71.78,126.64,73.62,26.92,59.51,100.23,34.82,43.73,34.77,38.32,53.98
CXCL11,Immune,,141.04,1045.62,225.8,181.35,857.24,117.99,180.76,143.78,831.01,184.24,110.43,136.5,118.02,19.65,35.43,24.53,21.02,38.39,33.44,23.32,17.62,56.07,45.34,83.85,72.21,20.87,101.45,23.75,62.23,29.92,120.42,37.83,66.24,14.4,56.17,24.34,44.69,12.48,34.99,24.42,8.97,18.87,41.49,3.48,7.68,6.86,14.58,8.1
CXCL13,Immune,,1175.31,1045.62,3386.93,1753.08,1714.48,1179.94,8797.21,246.48,4155.03,2640.77,4085.86,4818.48,181.95,207.5,369.46,2150.81,316.61,447.87,237.79,75.79,45.75,73.14,76.61,102.48,32.37,21.71,35.8,55.55,121.31,469.59,689.89,81.98,135.96,744.21,950.48,246.75,658.28,127.44,258.28,49.55,621.07,262.71,17.26,116.05,144.21,70.03,106.26,101.67
CXCL9,Immune,,188.05,1045.62,225.8,120.9,857.24,943.95,241.02,184.86,166.2,204.71,165.64,40.95,14.75,47.89,55.67,24.53,64.37,62.15,92.89,36.92,18.75,30.07,31.27,232.92,44.82,27.55,28.46,24.52,89.26,38.07,46.95,81.98,10.81,67.22,76.87,8.49,48.12,23.41,36.66,9.91,45.77,39.19,4.77,9.28,17.14,20.57,43.02,20.69
CXCR3,Immune,,188.05,2091.24,677.39,967.21,857.24,589.97,903.82,1006.47,332.4,470.84,552.14,177.45,132.78,539.02,212.57,261.7,416.45,360.12,423.57,382.85,397.1,414.46,337.71,847.83,1089.39,771.37,529.72,511.47,995.01,390.72,395.97,378.35,243.33,141.64,141.91,239.96,424.53,367.24,269.95,393.59,128.34,416.55,107.2,261.11,411.34,372.2,294.8,350.88
DPP4,Immune,,2068.54,7319.34,1354.77,1873.98,857.24,9321.51,482.04,575.12,2493.02,1453.45,1214.71,668.85,408.17,639.7,749.04,1038.6,379.67,734.87,958.61,468.36,170.24,172.29,312.7,433.23,232.82,199.52,358.5,386.19,353.88,285.56,955.23,466.63,219.63,833.03,320.77,88.85,252.65,192.98,323.27,264.4,288.99,394.78,135.47,125.33,159.57,115.58,370.03,207.83
EGR1,Immune,,282.07,1045.62,225.8,362.71,857.24,589.97,421.78,123.24,1329.61,982.61,1104.29,737.11,142.61,101.91,50.61,139.03,157.65,36.56,185.78,91.34,34.5,99.96,67.23,163.04,100.85,69.29,61.05,60.92,57.2,110.6,285.75,176.56,54.03,508.94,137.47,41.31,317.97,136.8,264.95,86.01,154.37,242.39,74.89,45.26,85.1,36.24,83.93,124.16
EOMES,Immune,,376.1,1045.62,1354.77,725.41,2571.71,707.96,421.78,164.32,1163.41,982.61,980.05,668.85,177.04,94.54,298.6,212.63,156.33,159.04,267.52,71.91,69.37,95.9,150.09,153.73,99.6,110.2,89.05,60.92,104.34,114.22,253.1,163.95,60.66,340.89,560.23,79.8,168.44,101.43,89.98,121.4,240.53,171.27,98.76,139.26,186.76,66.11,105.32,85.47
F2RL1,Immune,,141.04,1045.62,1128.98,120.9,857.24,235.99,301.27,143.78,332.4,102.36,248.46,368.55,68.85,22.1,20.24,106.31,27.59,21.94,18.58,19.43,6.75,17.88,9.38,160.71,88.4,52.59,17.9,19.54,39.6,65.27,16.33,63.06,15.34,64.82,39.91,38.48,6.87,19.25,141.64,12.39,23.33,235.13,96.92,34.82,27.19,70.03,20.69,26.99
FOXP3,Immune,,94.02,2091.24,225.8,120.9,1714.48,117.99,482.04,61.62,332.4,61.41,82.82,68.25,14.75,22.1,10.12,40.89,445.35,16.45,37.16,36.92,93.74,26.01,422.14,188.66,29.26,24.21,19.74,30.65,231.31,136.89,118.38,31.53,70.07,105.63,53.21,58.29,20.62,46.29,33.33,42.83,137.32,76.92,24.96,217.02,17.73,67.09,55.95,14.4
GNLY,Immune,,94.02,1045.62,225.8,120.9,857.24,117.99,120.51,143.78,166.2,122.83,96.62,40.95,44.26,74.9,121.47,171.74,23.65,25.59,63.16,62.19,35.62,42.26,35.96,53.57,32.37,57.6,63.35,57.47,54.68,54.39,91.85,37.83,33.47,64.82,44.35,23.77,44.69,47.34,101.65,25.48,33.21,31.93,25.7,33.65,36.64,21.06,32.21,26.09
GZMA,Immune,,235.06,1045.62,903.18,241.8,857.24,825.96,241.02,61.62,166.2,266.12,345.09,191.1,108.19,28.24,121.47,654.24,78.82,246.78,163.48,31.09,12,19.5,15.63,27.95,32.99,14.19,11.48,16.09,27.66,44.42,69.4,25.22,14.64,38.41,88.69,11.32,15.47,8.32,69.99,16.28,26.92,44.99,12.12,9.28,13,10.77,21.63,6.3
GZMB,Immune,,47.01,1045.62,903.18,241.8,857.24,825.96,120.51,20.54,166.2,266.12,179.45,177.45,19.67,14.73,40.49,40.89,39.41,25.59,59.45,77.74,7.87,15.44,12.51,16.3,21.17,28.38,7.8,13.79,27.66,9.97,22.45,25.22,4.53,12,14.78,11.32,27.5,8.84,23.33,13.1,5.38,20.32,12.85,12.77,11.82,8.82,6.82,13.5
GZMH,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,361.53,328.64,3988.83,2968.31,41.41,27.3,34.42,2.46,5.06,8.18,1.31,5.48,18.58,1.94,428.98,283.62,467.48,309.78,161.23,121.88,386.96,202.67,144.57,251.11,738.88,592.74,381.03,4.8,54.69,6.23,8.59,1.04,221.62,5.66,3.59,58.06,4.41,2.32,6.5,1.47,1.88,4.5
GZMK,Immune,,752.2,3136.86,1354.77,785.86,1714.48,2713.86,1626.88,595.66,2493.02,573.19,634.96,573.3,1013.04,360.98,657.94,580.64,499.21,733.04,702.24,275.96,316.11,306.38,261.1,493.79,462.52,343.94,296.08,309.56,401.65,526.7,481.7,428.79,212.65,417.72,709.53,207.7,580.93,367.76,593.22,276.78,288.99,362.85,356.12,218.18,261.22,306.09,282.1,305.9
HAVCR2,Immune,,94.02,1045.62,225.8,60.45,3428.95,471.98,120.51,328.64,166.2,450.36,234.66,163.8,73.76,173.12,293.54,49.07,149.76,160.87,92.89,219.6,290.23,305.57,153.22,253.88,294.45,406.56,276.34,301.9,231.31,108.79,149,151.34,228.69,81.62,177.38,191.29,245.78,287.65,409.92,344.74,96.93,91.44,547.76,205.41,243.49,205.69,268.94,182.64
HLA-DMA,Immune,,2961.78,8364.96,3161.13,7072.76,6857.9,2241.88,7712.62,759.98,18448.32,11873.24,4596.59,6770.45,1278.59,244.34,2252.19,1930,415.14,296.14,683.66,188.51,187.11,369.77,450.28,535.71,224.1,187.83,405.32,211.1,353.25,572.93,2059.46,365.73,220.32,2059.77,2202.51,212.22,941.87,552.94,356.6,202.81,1139.82,920.19,292.97,169.43,572.09,291.39,373.79,244.72
HLA-DMB,Immune,,94.02,1045.62,225.8,60.45,857.24,117.99,180.76,41.08,166.2,143.3,13.8,13.65,4.92,3.68,35.43,40.89,14.45,3.66,3.72,15.55,44.25,3.25,18.76,13.98,19.92,20.87,29.84,20.69,23.89,22.66,61.23,31.53,2.79,4.8,2.96,1,3.44,3.12,46.66,1,1,2.9,1,1.16,1.77,1.96,1.18,1
HLA-DOB,Immune,,141.04,4182.48,677.39,181.35,857.24,471.98,180.76,164.32,166.2,307.07,151.84,177.45,83.6,187.86,258.12,98.14,147.14,153.55,85.46,159.36,114.37,72.33,43.78,86.18,165.59,111.87,104.2,120.3,113.77,79.78,97.97,88.28,93.08,91.23,133.04,125.64,108.28,120.16,169.97,126,63.72,85.63,160.07,69.63,122.34,94.52,84.87,121.46
HLA-DQB1,Immune,,1034.27,1045.62,903.18,785.86,3428.95,5191.73,903.82,308.1,664.8,348.01,883.43,273,127.86,852.11,384.64,359.83,440.1,835.41,1029.2,497.51,183.74,326.69,261.1,447.2,223.48,121.88,106.95,318.38,308.62,592.88,591.92,920.64,649.12,508.94,626.75,564.8,512.18,336.55,251.62,117.86,151.68,751.83,105,1465.72,287.23,119.99,882.99,262.71
HLA-DRA,Immune,,47.01,1045.62,451.59,60.45,857.24,353.98,120.51,61.62,166.2,81.88,82.82,27.3,147.53,76.13,161.96,196.27,23.65,416.79,100.32,5.83,22.87,8.13,4.69,25.62,80.3,13.36,11.93,25.67,8.8,141.42,14.29,6.31,3.83,7.2,7.39,5.09,5.16,15.08,41.66,13.8,10.77,4.35,14.32,2.32,4.73,11.75,1.41,5.4
ICAM1,Immune,,1034.27,1045.62,1128.98,967.21,2571.71,471.98,783.31,164.32,1329.61,511.78,938.64,259.35,118.02,148.57,339.09,547.92,160.27,305.28,471.87,73.85,97.12,160.1,78.17,263.2,297.56,146.09,121.18,130.65,336.28,239.33,465.37,151.34,58.57,288.08,394.68,97.91,323.12,231.99,124.98,122.46,660.56,188.68,58.01,62.67,129.43,95.5,119.42,92.67
ICAM2,Immune,,94.02,1045.62,677.39,241.8,857.24,471.98,241.02,41.08,664.8,1289.68,276.07,655.2,98.35,47.89,86.04,98.14,42.04,47.53,78.03,23.32,25.12,59.33,32.83,32.61,35.48,29.22,42.69,33.33,23.26,98.81,169.41,6.31,19.87,103.23,171.47,22.07,79.06,44.73,41.66,22.65,89.75,85.63,41.49,20.89,41.37,21.55,28.92,22.49
ICAM3,Immune,,47.01,1045.62,225.8,120.9,857.24,117.99,60.25,20.54,166.2,102.36,55.21,27.3,19.67,6.14,20.24,24.53,21.02,20.11,33.44,7.77,8.25,13,12.51,16.3,9.96,11.69,5.97,9.58,8.8,15.41,14.29,18.92,6.97,4.8,11.83,4.53,18.91,10.4,16.66,12.39,9.87,15.97,2.2,5.8,19.5,11.26,13.16,7.2
ICOS,Immune,,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,123.24,166.2,20.47,41.41,54.6,44.26,136.29,91.1,98.14,42.04,124.31,37.16,75.79,124.12,60.95,42.21,41.93,80.3,108.53,78.95,90.42,57.83,38.98,28.58,56.75,62.4,28.81,32.52,65.08,53.28,36.93,151.64,128.13,15.26,27.58,124.09,38.3,21.87,51.42,33.38,65.68
IDO1,Immune,,94.02,1045.62,225.8,241.8,857.24,117.99,60.25,184.86,166.2,20.47,13.8,27.3,73.76,164.53,60.73,65.42,93.27,120.65,52.02,87.45,119.99,99.96,71.92,116.46,121.39,158.62,103.28,119.53,146.46,67.08,91.85,119.81,78.09,40.81,93.13,96.77,99.69,118.08,113.31,95.57,53.85,78.38,149.42,70.79,63.24,92.07,103.67,132.26
IFNGR1,Immune,,799.21,1045.62,1806.36,1148.57,3428.95,353.98,301.27,61.62,2493.02,2313.24,1035.27,586.95,103.27,42.97,804.71,711.48,14.45,113.34,304.67,36.92,24.75,61.76,29.71,20.96,29.26,44.25,28.92,27.58,16.34,118.76,136.75,88.28,49.85,268.87,206.95,25.47,209.69,35.37,118.31,20.88,194.76,76.92,15.42,15.09,11.23,8.33,35.97,36.89
IL10,Immune,,893.24,1045.62,2032.16,1148.57,3428.95,4365.77,120.51,287.56,1495.81,634.6,331.29,27.3,93.44,256.62,764.23,425.25,265.37,488.08,657.65,268.19,166.87,83.71,154.78,232.92,39.84,75.13,204.27,140.99,56.57,63.46,232.68,378.35,103.89,64.82,65.04,27.73,68.75,29.13,44.99,45.66,39.49,33.38,20.93,110.25,31.32,47.01,71.23,81.87
IL12RB2,Immune,,1410.37,1045.62,903.18,1813.53,1714.48,6253.67,1024.33,554.58,498.6,1596.75,1118.09,859.96,324.57,594.27,430.19,482.5,471.63,637.98,743.11,2197.99,322.86,485.17,118.82,416.93,468.75,470,239.16,1260.86,573.25,728.86,616.41,422.49,812.96,643.38,647.45,555.18,488.12,604.95,916.49,1420.38,609.4,1111.78,1016.22,379.49,684.98,727.26,552.45,1082.33
IL15,Immune,,94.02,1045.62,451.59,60.45,1714.48,117.99,60.25,41.08,166.2,204.71,110.43,68.25,4.92,4.91,25.31,16.36,2.63,32.9,26.01,58.3,20.25,26.01,9.38,48.91,36.11,53.43,17.9,49.81,133.88,35.36,22.45,31.53,33.12,14.4,17.74,14.15,15.47,16.13,16.66,26.9,10.77,33.38,8.08,20.89,15.96,15.18,26.09,17.09
IL17A,Immune,,94.02,2091.24,225.8,60.45,857.24,353.98,120.51,554.58,498.6,143.3,82.82,136.5,137.69,251.7,187.26,114.49,359.96,416.79,248.94,404.23,718.83,495.73,511.26,484.47,597.61,581.87,549,628.32,760.56,477.75,249.01,353.12,492.94,153.64,292.68,342.95,507.03,397.41,534.9,460.13,286.3,219.16,453.41,337.71,221.63,227.73,355.92,365.28
IL18R1,Immune,,94.02,1045.62,225.8,60.45,857.24,117.99,241.02,225.94,1163.41,839.32,207.05,136.5,39.34,31.92,25.31,24.53,55.18,23.76,48.3,21.38,11.25,50.39,70.36,93.17,40.46,20.87,30.76,31.42,62.86,35.36,181.66,18.92,13.94,64.82,167.04,11.88,44.69,15.61,33.33,23.36,49.36,34.83,53.6,17.41,14.78,12.24,55.48,21.59
IL7R,Immune,,423.11,3136.86,677.39,241.8,1714.48,117.99,421.78,82.16,1495.81,1125.91,414.11,300.3,44.26,14.73,45.55,73.6,38.1,9.14,33.44,27.21,3,7.31,31.27,23.29,23.03,6.68,21.57,7.66,4.4,53.49,55.11,18.92,3.14,74.42,150.78,5.66,48.12,10.92,11.66,8.14,9.87,36.29,10.28,11.61,8.27,9.79,2.82,7.2
IRF1,Immune,,3290.87,2091.24,2257.95,1934.43,857.24,1415.93,1807.65,698.36,831.01,2047.11,4003.03,1228.51,1229.41,1642.83,799.65,2093.56,353.39,888.42,717.1,305.11,185.24,512.8,247.03,407.61,295.69,389.86,284.14,285.04,367.71,339.95,761.33,359.43,239.5,1032.29,1719.14,275.61,333.43,452.03,664.87,235.02,542.98,605.24,289.67,246.03,249.4,390.81,463.36,229.42
IRF4,Immune,,141.04,1045.62,225.8,120.9,1714.48,353.98,723.06,246.48,166.2,348.01,372.7,109.2,54.09,144.88,136.65,237.16,210.2,116.99,104.04,85.51,139.12,207.23,211.07,463.51,730.2,324.74,183.15,147.12,434.34,280.12,151.04,107.2,112.95,247.27,94.6,73.57,128.91,101.95,103.31,111.85,303.35,193.04,46.26,337.71,173.16,247.32,211.11,163.74
