Probe Name,Annotation,h3k4me3,20191001_cd1_J11_11.RCC,20191001_cd1_J01_01.RCC,20191001_cd1_J03_03.RCC,20191001_cd1_J06_06.RCC,20191001_cd1_J07_07.RCC,20191001_cd2_J14_02.RCC,20191001_cd2_M02_04.RCC,20191001_cd2_M08_10.RCC,20191001_cd2_M09_11.RCC,20191002_cd3_M20_10.RCC,20191002_cd3_M21_11.RCC,20191003_cd4_M32_10.RCC,20191001_cd1_J10_10.RCC,20191001_cd1_J12_12.RCC,20191001_cd1_J02_02.RCC,20191001_cd1_J04_04.RCC,20191001_cd1_J05_05.RCC,20191001_cd1_J08_08.RCC,20191001_cd1_J09_09.RCC,20191001_cd2_J13_01.RCC,20191001_cd2_M10_12.RCC,20191001_cd2_M01_03.RCC,20191001_cd2_M03_05.RCC,20191001_cd2_M04_06.RCC,20191001_cd2_M05_07.RCC,20191001_cd2_M06_08.RCC,20191001_cd2_M07_09.RCC,20191002_cd3_M11_01.RCC,20191002_cd3_M12_02.RCC,20191002_cd3_M13_03.RCC,20191002_cd3_M14_04.RCC,20191002_cd3_M15_05.RCC,20191002_cd3_M16_06.RCC,20191002_cd3_M17_07.RCC,20191002_cd3_M18_08.RCC,20191002_cd3_M19_09.RCC,20191002_cd3_M22_12.RCC,20191003_cd4_M23_01.RCC,20191003_cd4_M24_02.RCC,20191003_cd4_M25_03.RCC,20191003_cd4_M26_04.RCC,20191003_cd4_M27_05.RCC,20191003_cd4_M28_06.RCC,20191003_cd4_M29_07.RCC,20191003_cd4_M30_08.RCC,20191003_cd4_M31_09.RCC,20191003_cd4_M33_11.RCC,20191003_cd4_M34_12.RCC
FANCC_prmtr.42355,Deniz,loss,376.1,1045.62,451.59,664.96,857.24,1297.93,421.78,205.4,1828.21,941.67,538.34,546,226.21,124.01,161.96,539.75,85.39,85.92,170.91,68.02,55.5,70.7,82.86,193.32,94,78.47,86.76,73.56,81.08,216.66,379.64,88.28,52.99,88.82,156.69,57.16,113.44,104.03,116.64,52.74,134.62,68.22,91.05,41.78,53.19,52.4,67.94,59.38
FBXO44_prmtr.28215,Deniz,loss,188.05,2091.24,225.8,60.45,1714.48,117.99,542.29,41.08,332.4,368.48,386.5,273,59.01,31.92,50.61,32.71,5.25,29.25,63.16,91.34,40.87,51.2,3.13,48.91,39.22,50.09,39.48,126.05,142.68,115.13,104.1,25.22,56.48,55.22,102,197.51,56.72,39.01,34.99,99.46,51.16,116.11,48.83,75.43,86.29,52.4,50.07,75.57
FIS1_prmtr.73074,Deniz,gain,94.02,1045.62,451.59,60.45,857.24,117.99,180.76,205.4,664.8,245.65,124.23,40.95,44.26,112.96,15.18,32.71,31.53,18.28,29.72,19.43,238.49,153.6,220.45,86.18,164.97,419.08,141.84,139.46,83.6,63.46,61.23,145.03,213.35,12,10.35,14.71,6.87,9.88,25,37.52,8.08,46.45,43.69,12.77,20.09,25.96,7.76,23.39
FNDC3A_prmtr.12541,Deniz,loss,141.04,1045.62,903.18,60.45,857.24,707.96,60.25,164.32,166.2,184.24,165.64,136.5,68.85,101.91,146.77,212.63,72.25,85.92,85.46,69.96,44.25,43.88,48.47,60.56,85.91,62.61,37.64,49.81,73.54,48.95,57.15,63.06,44.62,67.22,73.91,46.41,63.59,50.46,83.32,50.61,75.39,75.47,32.31,33.65,26,38.69,41.85,61.18
FNDC3A_prmtr.12543,Deniz,gain,94.02,1045.62,677.39,362.71,1714.48,117.99,60.25,20.54,166.2,409.42,248.46,68.25,73.76,11.05,30.37,49.07,15.76,7.31,22.29,27.21,3.37,2.44,9.38,34.94,16.19,6.68,16.53,11.88,3.14,3.63,8.16,25.22,1.74,55.22,8.87,4.53,3.44,9.88,13.33,2.83,2.69,7.26,3.67,8.12,1.77,4.41,1.18,1
FNTB_prmtr.101340,Deniz,gain,47.01,2091.24,225.8,60.45,857.24,235.99,60.25,20.54,166.2,163.77,27.61,13.65,14.75,8.59,5.06,8.18,2.63,1.83,7.43,9.72,20.25,21.13,7.82,9.32,16.19,30.89,8.72,15.32,9.43,7.25,36.74,18.92,9.41,19.21,13.3,19.24,3.44,9.36,43.33,21.59,9.87,30.48,14.69,17.41,18.32,21.55,12.93,11.7
FUZ_prmtr.1333,Deniz,loss,47.01,1045.62,225.8,60.45,857.24,353.98,60.25,225.94,1828.21,266.12,427.91,464.1,19.67,1.23,15.18,24.53,2.63,7.31,26.01,7.77,178.11,158.47,106.32,123.45,96.49,160.28,227.22,226.43,76.06,247.49,475.58,208.09,170.12,427.32,984.48,129.03,594.68,224.19,648.21,170.96,297.07,206.1,274.98,113.73,277.77,59.75,236.03,260.01
FXR2_prmtr.25943,Deniz,loss,94.02,1045.62,225.8,60.45,857.24,235.99,60.25,41.08,166.2,40.94,55.21,13.65,9.84,1.23,5.06,8.18,1.31,7.31,3.72,7.77,4.5,2.44,6.25,2.33,4.36,8.35,7.34,6.51,3.14,9.07,10.21,12.61,1.74,2.4,5.91,6.23,1.72,1,3.33,2.83,6.28,4.35,1,1.16,1,4.9,1,1
FYTTD1_prmtr.22865,Deniz,gain,94.02,1045.62,225.8,302.25,857.24,117.99,602.55,61.62,498.6,470.84,248.46,327.6,29.51,12.28,40.49,40.89,39.41,12.8,33.44,29.15,12,42.26,45.34,83.85,29.26,33.39,24.79,36.4,66.63,50.77,67.36,56.75,19.17,55.22,110.86,13.02,44.69,19.77,26.66,13.1,35,44.99,28.64,22.05,15.37,8.33,19.75,6.3
G3BP1_prmtr.36919,Deniz,loss,470.12,7319.34,2257.95,1209.02,7715.14,2123.89,3314.02,349.18,3324.02,491.31,400.3,341.25,34.42,13.51,65.79,196.27,7.88,36.56,78.03,38.87,9.37,17.88,23.45,76.86,8.72,10.02,8.72,9.19,44.63,50.77,132.67,37.83,11.85,91.23,134.52,13.58,58.44,20.29,38.33,6.02,79.88,49.35,10.28,18.57,21.28,12.73,5.64,20.69
G3BP2_prmtr.32525,Deniz,loss,94.02,1045.62,225.8,241.8,1714.48,235.99,120.51,20.54,166.2,20.47,27.61,40.95,4.92,24.56,15.18,8.18,18.39,60.32,33.44,316.77,67.12,26.01,4.69,58.23,146.29,69.29,12.85,71.26,83.6,42.61,20.41,6.31,52.64,14.4,8.87,59.99,18.91,30.17,41.66,59.11,8.08,8.71,71.59,12.77,35.46,43.1,25.62,39.59
GALK2_prmtr.41704,Deniz,loss,141.04,1045.62,225.8,120.9,857.24,117.99,60.25,20.54,498.6,184.24,55.21,40.95,14.75,2.46,5.06,8.18,2.63,5.48,14.86,64.13,2.62,8.94,3.13,9.32,1,2.5,5.51,9.58,12.57,43.51,136.75,12.61,17.78,28.81,17.74,25.47,15.47,14.56,13.33,11.68,23.33,24.67,2.94,8.12,40.19,52.89,14.81,37.79
GAS8_prmtr.33957,Deniz,gain,141.04,1045.62,225.8,181.35,857.24,235.99,60.25,20.54,166.2,266.12,138.04,81.9,49.18,7.37,35.43,8.18,5.25,14.62,14.86,104.94,3.75,10.56,1.56,13.98,13.07,22.54,1.38,13.41,18.86,21.76,16.33,31.53,16.73,7.2,11.83,5.09,6.87,7.28,1.67,28.32,4.49,30.48,12.12,5.8,10.64,15.67,5.88,5.4
GCA_prmtr.19710,Deniz,loss,282.07,2091.24,1128.98,181.35,857.24,117.99,180.76,41.08,332.4,388.95,276.07,122.85,29.51,12.28,91.1,98.14,10.51,124.31,89.17,242.93,15,67.45,7.82,139.75,51.67,58.44,5.51,89.27,270.91,83.4,85.73,132.42,35.56,21.61,16.26,10.19,30.94,9.36,10,35.39,7.18,52.25,21.29,9.28,21.87,32.81,25.15,25.19
GOLM1_prmtr.29583,Deniz,gain,94.02,1045.62,225.8,120.9,857.24,471.98,60.25,369.72,166.2,20.47,27.61,40.95,9.84,110.5,2763.36,8.18,27.59,219.36,59.45,48.59,247.86,60.95,151.66,267.86,786.85,662.01,28.46,29.88,336.91,32.64,6.12,25.22,51.94,4.8,4.43,19.24,1.72,20.81,88.32,93.8,83.47,4.35,1204.56,16.25,23.05,3490.85,12.22,54.88
GPR137_prmtr.53609,Deniz,loss,188.05,2091.24,903.18,241.8,857.24,353.98,180.76,61.62,166.2,204.71,151.84,95.55,68.85,44.2,25.31,49.07,81.45,60.32,55.73,264.3,49.5,28.44,73.48,62.89,65.36,83.48,14.69,75.86,161.54,52.58,18.37,75.67,68.68,24.01,19.22,69.04,36.09,20.81,31.66,112.91,10.77,36.29,62.78,54.54,17.14,85.7,30.8,41.39
GPR56_prmtr.69558,Deniz,gain,47.01,1045.62,225.8,181.35,857.24,117.99,60.25,20.54,166.2,102.36,55.21,81.9,24.59,13.51,15.18,8.18,6.57,9.14,3.72,3.89,7.5,10.56,3.13,11.65,13.7,13.36,6.89,4.21,8.8,6.35,4.08,6.31,4.53,12,17.74,2.83,5.16,7.8,25,1.77,6.28,23.22,9.18,3.48,2.96,4.9,2.12,2.7
GRK6_prmtr.65329,Deniz,loss,7427.96,5228.1,5193.29,8584.03,3428.95,4129.78,9580.52,1396.73,14625.69,8475.04,9869.55,5187.04,1258.92,2104.49,3745.21,4751.4,2015.25,2014.49,3135.92,689.91,1124.56,893.94,1469.68,1569.88,1408.12,1422.53,1268.76,1000.34,1418.04,2858.33,4180.16,882.81,841.2,3701.82,2799.7,886.82,1438.58,1726.43,1374.74,755.32,4312.46,1923.12,711.13,754.33,1491.11,727.75,1321.9,728.75
GSN_prmtr.37912,Deniz,gain,141.04,1045.62,225.8,362.71,1714.48,117.99,120.51,41.08,166.2,307.07,193.25,122.85,49.18,100.68,80.98,147.2,55.18,102.37,85.46,79.68,79.5,52.82,53.16,53.57,80.3,106.86,101.91,69.73,54.06,63.46,77.56,31.53,92.38,60.02,81.3,62.82,53.28,81.67,46.66,65.48,90.65,50.8,124.46,32.49,29.55,47.5,42.08,27.89
HDGF_prmtr.35310,Deniz,gain,188.05,1045.62,225.8,120.9,857.24,117.99,60.25,41.08,166.2,163.77,110.43,54.6,59.01,25.78,86.04,40.89,19.71,29.25,29.72,29.15,53.25,47.95,15.63,88.51,82.79,64.28,47.28,66.28,80.46,57.11,34.7,37.83,24.05,7.2,35.48,29.43,48.12,39.53,38.33,35.39,18.85,37.74,55.8,15.09,20.69,31.34,14.58,16.19
HDLBP_prmtr.20049,Deniz,loss,94.02,2091.24,451.59,60.45,1714.48,117.99,60.25,20.54,498.6,61.41,138.04,95.55,49.18,7.37,55.67,57.25,17.08,20.11,29.72,3.89,4.87,14.63,7.82,37.27,24.28,24.21,18.36,9.96,22.63,28.1,32.66,75.67,7.67,28.81,63.56,5.09,25.78,14.56,31.66,6.37,18.85,34.83,8.08,5.8,13.59,6.86,11.52,5.4
HDLBP_prmtr.20053,Deniz,gain,1504.4,1045.62,451.59,4412.92,1714.48,353.98,1265.35,842.14,1163.41,470.84,1960.11,737.11,786.83,343.79,253.05,2535.17,923.55,466.15,646.5,1377.87,276.36,145.47,342.4,794.25,268.3,248.78,282.3,395.38,866.16,732.49,863.38,340.51,400.9,434.52,242.42,352.01,403.9,101.95,208.29,304.04,269.25,383.17,546.29,88.2,307.91,378.08,319.25,274.41
HKR1_prmtr.58020,Deniz,gain,47.01,1045.62,1128.98,181.35,857.24,235.99,241.02,205.4,166.2,245.65,220.86,27.3,78.68,58.94,60.73,73.6,114.29,69.47,55.73,546.1,107.62,89.39,82.86,279.5,136.33,197.02,76.66,231.79,514.79,124.2,104.1,151.34,231.13,48.01,29.56,144.88,123.75,45.77,91.65,181.22,20.64,72.57,381.45,49.9,46.69,172.88,82.28,107.06
HKR1_prmtr.58021,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,241.02,41.08,166.2,20.47,27.61,13.65,4.92,6.14,10.12,8.18,2.63,12.8,14.86,31.09,15.75,21.13,3.13,20.96,36.11,3.34,11.48,39.84,80.46,13.6,10.21,18.92,14.29,9.6,11.83,5.09,29.22,8.84,16.66,9.91,1.79,5.81,113.81,31.33,13.59,10.77,10.11,7.2
HOOK2_prmtr.10155,Deniz,gain,188.05,2091.24,451.59,423.16,2571.71,117.99,60.25,246.48,997.21,122.83,510.73,13.65,9.84,101.91,86.04,114.49,95.9,137.1,7.43,1.94,1,30.88,134.46,572.98,153.76,2.5,240.99,1,247.65,3.63,2.04,50.45,246.47,69.62,217.29,6.79,5.16,29.65,59.99,2.12,76.29,1.45,1,2.32,1,312.94,145.99,1
HOXD3_prmtr.25660,Deniz,gain,329.09,1045.62,677.39,1027.67,1714.48,943.95,1205.1,4169.64,332.4,491.31,952.45,409.5,1401.53,1342.01,652.88,1185.81,2221.5,2257.62,2838.67,10103.76,2097.63,957.33,1496.25,3603.26,2889.69,3401.04,1495.98,3502.14,8594.33,2546.48,1602.26,2345.75,5397.92,715.4,536.58,3933.8,2480.14,814.58,1419.73,4032.5,555.55,1357.07,8719.75,1479.65,1760.02,3887.05,2648.26,2230.35
HSP90AA1_prmtr.7740,Deniz,gain,154153.61,143249.95,290372.38,252684.8,205737.02,23598.75,441547.53,12324.07,862583.56,237526.3,330940.5,110347.35,20727.93,1979.26,7773.84,32474.75,4670.28,3879.08,14579.78,5379.34,849.7,1791.95,3833.66,7649.06,1759.84,1557.77,2723.43,2774.2,5722.43,19925.8,34196.5,3953.72,2778.09,30051.5,16348.8,2482.18,13361.46,993.52,1618.03,1831.31,13839.37,15258.67,3630.93,977.15,4426.64,2352.7,3205.88,2264.53
IFIT3_prmtr.21987,Deniz,gain,13962.68,29277.36,24160.07,14085.06,33432.27,8613.54,10062.56,5258.27,36398.04,39959.61,17944.64,9459.51,7224.04,2878.02,4474.01,6689.58,2673.42,2710.97,4726.17,1597.48,1426.42,2408.77,2839.29,2673.91,1813.37,2399.26,3026.4,1740.53,2013.29,3513.76,9823.79,3297.92,1347.74,5579.14,9203.22,1191.85,3337.79,1936.58,5192.35,1937.49,3285.73,4529.85,2609.21,1152.39,2339.2,1835.05,1780.32,1216.39
IPO11_prmtr.8562,Deniz,gain,752.2,3136.86,2483.75,2599.39,6000.66,4483.76,241.02,102.7,831.01,348.01,441.71,163.8,319.65,861.93,1280.46,785.09,350.76,1745.77,1166.68,919.23,113.62,147.09,126.64,44.25,39.22,201.19,140.92,86.97,45.26,194,324.53,460.32,273.31,21.61,36.95,7.92,15.47,6.76,18.33,10.26,15.26,18.87,7.34,3.48,5.32,11.26,4.7,7.2
IQSEC2_prmtr.23806,Deniz,gain,94.02,1045.62,903.18,120.9,1714.48,1061.94,783.31,287.56,1662.01,1064.5,717.79,805.36,137.69,126.47,440.32,212.63,44.67,47.53,104.04,66.08,162.74,211.3,178.24,235.25,164.34,176.98,196.01,247.5,98.68,242.95,459.25,227.01,177.1,283.28,592.75,152.8,328.28,140.97,261.62,158.92,252.2,117.56,178.06,69.63,150.71,85.7,195.36,117.86
IST1_prmtr.58244,Deniz,loss,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,81.88,41.41,54.6,4.92,4.91,25.31,16.36,2.63,1.83,3.72,3.89,1,4.06,1.56,9.32,26.77,15.03,2.3,7.28,12.57,2.72,4.08,6.31,3.49,4.8,5.91,6.23,1.72,10.92,6.67,16.64,1,24.67,17.62,2.32,3.55,6.37,4.7,1.8
ITGB1_prmtr.38773,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,353.98,361.53,20.54,166.2,204.71,220.86,163.8,19.67,1.23,25.31,24.53,6.57,7.31,3.72,19.43,3.37,10.56,6.25,16.3,13.7,7.51,6.89,7.28,10.69,7.25,14.29,12.61,3.49,33.61,28.09,6.23,6.87,1.04,34.99,7.08,36.8,11.61,8.44,11.61,7.09,1.47,8.23,4.5
KANSL1_prmtr.22066,Deniz,gain,47.01,1045.62,225.8,181.35,1714.48,589.97,120.51,102.7,166.2,163.77,138.04,68.25,63.93,223.46,131.59,24.53,99.84,84.09,230.36,215.72,61.87,65.83,64.1,151.4,89.64,30.89,22.49,68.96,106.23,85.21,157.16,94.59,101.1,64.82,54.69,164.12,36.09,94.67,69.99,60.52,22.44,100.15,93.99,523.39,85.7,50.44,76.17,103.47
KCNAB2_prmtr.5447,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,123.24,166.2,266.12,55.21,40.95,29.51,19.65,25.31,32.71,30.22,25.59,33.44,50.53,29.62,21.13,9.38,46.58,119.52,39.24,24.79,70.88,96.17,15.41,14.29,31.53,22.66,21.61,20.69,11.88,13.75,33.29,11.66,13.8,10.77,59.51,9.55,19.73,11.23,44.08,35.5,13.5
KCNAB2_prmtr.5448,Deniz,gain,188.05,2091.24,1128.98,241.8,1714.48,471.98,421.78,143.78,498.6,163.77,207.05,54.6,24.59,144.88,126.53,147.2,81.45,215.71,204.35,264.3,86.62,92.64,60.98,88.51,108.32,79.31,61.51,124.13,219.37,87.03,97.97,132.42,96.57,21.61,47.3,56.59,53.28,53.58,49.99,33.98,30.51,47.9,437.62,98.64,47.87,54.85,82.99,64.78
KCTD1_prmtr.29199,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,27.61,13.65,4.92,2.46,10.12,8.18,5.25,1.83,3.72,52.47,5.25,8.94,1.56,2.33,4.98,9.18,4.13,15.32,27.66,9.07,14.29,6.31,14.29,2.4,4.43,8.49,5.16,3.64,11.66,11.33,2.69,4.35,4.77,8.12,9.46,6.86,12.69,19.79
KDM2A_prmtr.53500,Deniz,gain,752.2,2091.24,1806.36,846.31,857.24,707.96,180.76,636.74,498.6,409.42,386.5,150.15,816.33,3623.31,632.64,384.36,1516.03,2813.34,1006.91,742.38,1020.32,272.25,383.05,312.11,418.33,530.11,465.92,610.7,343.2,223.01,230.64,359.43,398.81,67.22,144.86,222.41,245.78,280.37,881.5,302.27,91.54,251.09,395.4,181.04,195.03,436.36,586.54,225.82
KIAA1217_prmtr.22222,Deniz,gain,4372.15,5228.1,4064.31,5138.33,3428.95,7079.63,1566.63,492.96,1163.41,10337.91,6625.71,2020.21,2699.79,1850.33,2778.54,3614.67,1688.13,4023.49,1411.91,777.36,267.73,311.25,697.31,1166.92,263.94,613.59,515.95,351.32,373.99,1464.97,1634.92,832.36,546.28,878.64,3188.46,408.6,959.06,440.06,464.91,609.85,819.41,926,260.3,525.71,1143.6,488.27,797.89,633.39
KIAA1841_prmtr.44846,Deniz,gain,94.02,3136.86,451.59,60.45,857.24,471.98,241.02,308.1,166.2,491.31,124.23,286.65,73.76,14.73,15.18,32.71,18.39,10.97,14.86,137.98,14.62,54.45,4.69,41.93,22.41,15.03,23.41,244.43,130.11,60.74,28.58,214.4,226.95,21.61,17.74,83.76,25.78,46.82,41.66,564.9,17.05,254,134.37,26.69,57.92,42.61,49.6,483.14
KLHL23_prmtr.72238,Deniz,gain,282.07,1045.62,225.8,60.45,857.24,5073.73,120.51,164.32,166.2,61.41,82.82,54.6,19.67,131.38,55.67,16.36,118.23,215.71,144.91,423.66,40.87,34.94,43.78,142.08,58.52,35.9,45.9,443.27,147.71,49.86,28.58,88.28,138.75,192.05,20.69,59.42,115.16,104.55,189.96,282.8,41.28,127.72,36.71,34.82,57.92,130.76,162.21,135.85
LEPR_prmtr.20603,Deniz,loss,141.04,1045.62,451.59,60.45,1714.48,235.99,60.25,41.08,166.2,429.89,179.45,68.25,24.59,1.23,5.06,16.36,1.31,1.83,3.72,5.83,1,1,1.56,2.33,7.47,6.68,1,1,1,1,2.04,6.31,1,12,5.91,2.83,3.44,3.64,3.33,4.25,1,23.22,4.77,1.16,1.77,1.47,1,1
LIMS1_prmtr.51084,Deniz,loss,235.06,1045.62,1580.57,241.8,1714.48,117.99,60.25,20.54,166.2,388.95,193.25,150.15,78.68,2.46,50.61,16.36,2.63,1.83,3.72,122.43,1,1.63,1.56,4.66,16.19,20.87,3.21,5.36,7.54,6.35,12.25,12.61,11.5,12,8.87,9.05,6.87,2.6,8.33,9.56,1,36.29,16.89,3.48,5.32,8.33,1.65,5.4
LIMS2_prmtr.5971,Deniz,gain,470.12,1045.62,225.8,120.9,1714.48,825.96,120.51,657.28,166.2,388.95,165.64,177.45,78.68,340.11,202.44,114.49,509.72,427.76,512.74,361.47,319.86,225.92,392.43,298.14,385.96,490.87,311.68,340.21,809.59,220.29,149,517.07,476.9,160.84,316.33,560.27,548.28,323.02,441.58,272.18,78.98,137.88,150.89,378.33,342.19,297.76,479.11,287
LIPE_prmtr.7524,Deniz,gain,141.04,2091.24,903.18,181.35,4286.19,235.99,361.53,20.54,332.4,368.48,207.05,109.2,137.69,55.25,55.67,40.89,5.25,9.14,11.15,9.72,24,1,1.56,27.95,21.79,20.87,29.38,27.97,7.54,17.22,8.16,50.45,4.53,12,59.13,83.19,1.72,23.41,56.66,3.54,65.52,17.42,2.57,5.8,2.36,33.3,1.65,19.79
LITAF_prmtr.63024,Deniz,gain,47.01,3136.86,451.59,60.45,2571.71,117.99,1807.65,287.56,664.8,102.36,234.66,81.9,29.51,3.68,25.31,228.98,1.31,10.97,107.75,19.43,24,15.44,6.25,25.62,73.46,14.19,71.61,216.47,125.08,22.66,36.74,63.06,5.93,180.05,66.52,7.36,27.5,42.13,10,8.85,78.08,5.81,5.14,8.12,21.87,4.41,32.68,21.59
LOXL3_prmtr.19764,Deniz,loss,47.01,1045.62,225.8,120.9,857.24,117.99,60.25,41.08,166.2,20.47,13.8,13.65,14.75,1.23,5.06,16.36,5.25,7.31,7.43,66.08,15.37,15.44,4.69,30.28,11.83,6.68,11.02,39.84,47.14,6.35,10.21,18.92,15.69,2.4,10.35,15.85,12.03,1.56,1.67,20.53,1,1.45,30.1,4.64,1.77,5.88,4.7,13.5
LRRC14_prmtr.43781,Deniz,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,41.08,332.4,40.94,13.8,13.65,4.92,8.59,10.12,8.18,6.57,1.83,7.43,13.6,4.87,8.13,3.13,11.65,4.98,1,1.38,14.56,3.77,5.44,6.12,37.83,5.23,9.6,4.43,1.7,5.16,4.68,8.33,1.77,2.69,4.35,22.03,3.48,1.77,1.96,2.82,5.4
LRRC27_prmtr.38198,Deniz,gain,141.04,1045.62,1128.98,120.9,857.24,235.99,60.25,20.54,166.2,245.65,262.27,163.8,34.42,2.46,35.43,8.18,1.31,1.83,11.15,7.77,1.5,1.63,1.56,4.66,19.92,13.36,2.75,1.92,8.17,1.81,6.12,18.92,2.09,12,1.48,3.96,10.31,1,1.67,6.02,2.69,17.42,4.77,5.8,1.18,1,1.88,3.6
LRRFIP1_prmtr.24068,Deniz,gain,188.05,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,266.12,96.62,109.2,24.59,1.23,5.06,24.53,2.63,3.66,7.43,3.89,1,1,1.56,2.33,5.6,2.5,1,1,1.26,1.81,6.12,6.31,1,14.4,1.48,1.7,3.44,1.56,1.67,1.42,1.79,11.61,2.57,2.32,1,1,1,1
LSM5_prmtr.15203,Deniz,gain,47.01,1045.62,225.8,120.9,857.24,117.99,120.51,41.08,166.2,20.47,55.21,13.65,9.84,28.24,5.06,49.07,76.2,10.97,7.43,19.43,1,11.38,26.58,4.66,5.6,4.17,5.05,6.51,14.46,34.45,44.9,6.31,3.49,36.01,8.87,4.53,12.03,14.56,11.66,10.97,18.85,8.71,2.57,13.93,8.27,7.35,18.81,12.6
LSM5_prmtr.15204,Deniz,gain,188.05,2091.24,451.59,60.45,1714.48,117.99,120.51,41.08,166.2,429.89,220.86,136.5,54.09,7.37,20.24,40.89,3.94,1.83,7.43,27.21,3.75,47.95,6.25,27.95,23.03,22.54,5.05,11.49,19.49,7.25,6.12,63.06,40.44,21.61,26.61,112.62,44.69,10.92,18.33,98.04,4.49,42.09,187.97,9.28,21.87,13.22,2.12,68.38
LSP1_prmtr.26634,Deniz,loss,47.01,1045.62,225.8,60.45,857.24,353.98,120.51,61.62,166.2,40.94,55.21,13.65,14.75,11.05,5.06,16.36,11.82,21.94,26.01,42.75,28.12,14.63,40.65,65.22,21.17,52.59,15.61,34.1,31.43,23.57,12.25,18.92,32.77,21.61,19.22,60.55,27.5,34.33,39.99,85.3,14.36,23.22,54.34,53.38,77.42,14.2,16.69,47.68
LSP1_prmtr.26642,Deniz,loss,141.04,1045.62,677.39,60.45,857.24,235.99,180.76,61.62,166.2,327.54,262.27,163.8,49.18,1.23,20.24,24.53,1.31,3.66,7.43,9.72,1.87,5.69,3.13,4.66,6.23,5.84,3.21,6.51,3.14,3.63,2.04,25.22,1.39,12,20.69,4.53,6.87,1,1.67,3.54,2.69,47.9,4.41,3.48,1,1.47,1.88,1.8
LSR_prmtr.14689,Deniz,loss,94.02,1045.62,225.8,120.9,857.24,471.98,120.51,20.54,664.8,40.94,55.21,40.95,4.92,49.11,10.12,57.25,24.96,43.87,59.45,7.77,42,32.51,4.69,53.57,26.77,19.2,31.67,53.25,81.08,47.14,36.74,56.75,27.89,7.2,20.69,15.85,60.16,46.82,36.66,28.32,21.54,10.16,25.7,23.21,21.28,4.9,23.74,26.99
MAGED1_prmtr.56929,Deniz,loss,376.1,2091.24,2935.34,120.9,9429.61,117.99,180.76,20.54,166.2,1289.68,759.2,218.4,68.85,1.23,60.73,32.71,1.31,9.14,3.72,23.32,134.24,24.38,31.27,4.66,39.84,26.71,91.81,42.53,10.69,6.35,18.37,31.53,44.62,69.62,34,6.23,8.59,1.56,11.66,8.14,13.46,60.96,12.12,9.28,5.32,3.43,2.35,1
MAPRE2_prmtr.48706,Deniz,gain,141.04,1045.62,225.8,60.45,2571.71,235.99,60.25,123.24,166.2,327.54,165.64,109.2,44.26,13.51,30.37,16.36,95.9,18.28,37.16,87.45,35.62,32.51,29.71,48.91,28.64,22.54,27.08,65.13,68.51,58.93,44.9,18.92,38,40.81,20.69,56.03,25.78,21.33,26.66,31.15,22.44,108.86,34.14,55.7,37.23,35.75,63.47,44.09
MAPRE2_prmtr.48707,Deniz,gain,47.01,1045.62,451.59,60.45,857.24,117.99,180.76,41.08,166.2,40.94,69.02,13.65,4.92,13.51,10.12,8.18,18.39,18.28,22.29,36.92,33.75,21.94,7.82,95.5,42.33,20.04,20.66,33.33,39.6,28.1,12.25,12.61,38,7.2,8.87,23.77,13.75,22.89,10,8.14,10.77,10.16,2.94,37.14,10.64,25.47,25.86,13.5
MCF2L_prmtr.24734,Deniz,gain,235.06,1045.62,451.59,120.9,857.24,353.98,301.27,82.16,166.2,266.12,193.25,122.85,49.18,17.19,96.16,81.78,109.04,180.97,130.04,60.25,160.12,121.09,26.58,211.96,70.97,45.91,67.94,247.88,1897.63,190.37,95.93,290.07,136.66,69.62,53.21,83.76,44.69,123.8,31.66,52.03,48.46,62.41,12.12,624.35,35.46,41.14,122.95,96.27
MCF2L_prmtr.24735,Deniz,loss,94.02,1045.62,225.8,60.45,857.24,353.98,60.25,20.54,498.6,20.47,27.61,13.65,34.42,9.82,65.79,114.49,24.96,38.39,59.45,54.42,21.75,28.44,50.03,74.53,51.05,22.54,28.92,40.99,69.14,32.64,55.11,6.31,16.04,26.41,8.87,5.09,24.06,20.29,10,7.08,17.05,13.06,1.47,3.48,14.18,26.94,16.69,5.4
MCF2L_prmtr.24738,Deniz,gain,47.01,2091.24,225.8,60.45,1714.48,117.99,120.51,20.54,332.4,20.47,13.8,13.65,4.92,2.46,10.12,8.18,2.63,3.66,11.15,3.89,1.87,1.63,4.69,2.33,4.36,1,2.75,2.3,1.89,2.72,4.08,6.31,2.44,2.4,4.43,1,1.72,1,3.33,2.83,4.49,2.9,3.3,4.64,2.36,3.92,1.88,4.5
